Account ID,Date of Creation,# Zaps,Plan Type,Average tasks used past 90-days,Filters,Formatter,Chrome Extension,Paths,Salesforce,Dropbox,Google Sheets,Code by Zapier,Webhooks,OpenAI/ChatGPT
376485,2019-05-24,8,Starter,819,0,0,1,0,1,0,1,1,1,1
2574819,2017-06-08,279,Company,28322,0,1,0,0,0,1,1,1,1,1
1860994,2018-04-12,7,Starter,505,0,1,1,0,0,0,1,1,1,1
556456,2017-04-30,16,Starter,585,1,1,1,0,0,1,1,0,1,0
1165509,2017-07-17,10,Starter,589,1,1,1,0,0,0,1,1,0,1
1580298,2018-12-01,26,Pro,2321,1,1,1,1,1,0,0,0,0,1
1946197,2017-01-18,16,Starter,869,0,1,1,0,1,1,0,1,1,0
2451312,2019-11-16,19,Starter,228,1,0,1,0,0,1,1,1,1,0
1802482,2017-02-12,17,Starter,1057,0,1,1,0,0,1,1,0,1,1
2944061,2016-12-27,59,Pro,4681,0,1,0,1,1,1,1,0,0,1
1116898,2022-05-16,107,Teams,36603,1,0,1,1,0,0,0,1,1,1
149567,2019-11-09,205,Teams,25942,0,1,0,1,1,1,0,1,1,0
2175844,2019-07-18,19,Starter,354,1,1,1,0,1,1,0,0,1,0
1111530,2020-03-21,168,Teams,14480,0,1,1,1,1,0,0,1,0,1
2735200,2018-09-22,60,Pro,1103,1,1,0,1,1,1,0,0,1,0
2789345,2022-03-18,3,Starter,1065,1,0,0,0,1,0,1,1,1,1
1300461,2020-07-01,289,Teams,37839,1,0,1,1,0,1,0,1,1,0
251746,2021-06-27,59,Teams,31295,0,1,1,1,1,0,1,0,0,1
2237355,2017-07-18,20,Starter,638,1,1,1,0,1,0,0,1,1,0
1093886,2018-07-02,1,Starter,982,0,1,1,0,1,0,0,1,1,1
2185845,2020-07-19,42,Pro,2110,0,1,1,0,1,0,1,1,0,1
788459,2020-06-30,17,Starter,345,1,1,1,0,1,0,0,0,1,1
1352431,2019-08-19,12,Starter,593,1,1,0,0,1,0,1,1,1,0
1376352,2016-12-20,50,Pro,551,1,1,0,0,1,1,0,1,1,0
2899336,2019-12-09,49,Pro,2055,0,1,1,1,1,1,0,0,0,1
931811,2018-10-16,33,Pro,3900,1,0,0,1,1,1,0,1,1,0
1003965,2019-04-19,224,Teams,21936,0,1,1,0,1,0,0,1,1,1
2612071,2022-04-20,51,Pro,495,1,0,1,1,1,0,1,1,0,0
2056659,2019-12-16,74,Teams,21831,1,0,1,0,0,1,1,1,1,0
2822097,2022-02-20,144,Teams,37971,0,0,1,1,1,1,1,0,1,0
2154237,2022-08-31,8,Starter,875,0,1,0,0,1,1,1,0,1,1
641812,2020-01-17,11,Pro,1158,1,1,0,1,0,1,0,0,1,1
2955068,2018-06-03,19,Pro,3214,0,0,1,0,1,0,1,1,1,1
1090308,2023-02-15,53,Pro,4302,1,0,0,1,1,0,0,1,1,1
2435583,2017-06-24,71,Company,47341,1,0,1,1,1,1,0,1,0,0
585341,2019-09-12,14,Starter,911,0,1,1,0,1,1,1,0,0,1
236748,2023-01-22,18,Starter,920,1,0,0,0,1,1,1,1,1,0
2745558,2022-07-13,9,Starter,1160,1,1,1,0,1,0,0,0,1,1
2144265,2020-04-14,11,Pro,2263,1,0,1,1,0,1,0,0,1,1
1544917,2019-04-13,19,Starter,789,0,1,1,0,1,0,0,1,1,1
705883,2022-04-07,2,Starter,846,0,1,1,0,1,0,0,1,1,1
805524,2019-05-20,268,Teams,19276,0,1,1,0,1,1,1,0,1,0
1382234,2017-12-29,15,Teams,45030,0,0,0,1,1,1,0,1,1,1
1313028,2022-12-30,15,Starter,565,1,1,0,0,1,1,1,0,0,1
1749355,2020-04-26,13,Pro,3623,1,0,1,0,1,0,0,1,1,1
2062126,2020-01-22,35,Pro,3259,1,1,0,1,0,1,0,1,1,0
1182000,2023-02-26,105,Company,39859,1,1,1,0,0,0,1,1,1,0
975272,2020-06-05,6,Pro,187,0,0,0,0,1,1,1,1,1,1
1147256,2021-04-17,71,Company,31806,1,1,1,0,1,1,0,0,0,1
2256411,2022-07-17,161,Teams,27574,1,1,0,1,1,0,0,1,0,1
2779603,2021-06-09,18,Pro,4798,1,0,0,0,0,1,1,1,1,1
1894446,2017-08-29,19,Pro,171,1,1,1,0,1,0,1,0,0,1
724870,2017-10-15,185,Teams,18324,1,0,1,1,1,1,0,0,0,1
2674869,2023-02-16,17,Pro,4919,1,0,1,0,1,1,0,1,1,0
1525486,2017-01-28,20,Starter,1308,0,1,1,0,0,1,1,0,1,1
1428409,2018-02-19,19,Pro,1810,1,1,0,1,1,0,1,0,1,0
2379007,2017-04-13,20,Starter,204,0,0,1,0,1,1,1,1,0,1
1052793,2019-07-10,12,Pro,733,0,1,1,0,1,1,1,0,1,0
802190,2022-05-18,10,Starter,367,1,0,0,0,1,0,1,1,1,1
1701451,2022-07-17,15,Starter,1081,1,1,0,0,1,0,1,1,1,0
1633370,2019-09-07,51,Pro,1146,1,0,0,1,0,0,1,1,1,1
1948217,2020-11-27,136,Company,47902,0,1,1,1,0,1,0,1,1,0
1848883,2019-05-27,2,Starter,57,0,1,0,0,1,1,0,1,1,1
554330,2023-01-08,27,Pro,387,0,1,1,0,1,0,0,1,1,1
1901030,2019-07-29,3,Starter,975,1,1,1,0,0,1,0,1,0,1
261639,2020-02-11,40,Pro,2135,0,1,1,0,1,1,0,1,0,1
2364937,2018-04-13,12,Starter,1293,0,1,1,0,1,0,1,1,1,0
2573718,2020-08-08,13,Starter,388,1,1,1,0,1,1,0,0,1,0
586629,2017-12-24,13,Starter,106,1,1,1,0,1,0,0,1,1,0
259837,2017-06-09,33,Pro,3843,0,0,1,0,1,1,1,0,1,1
1790831,2022-03-19,49,Pro,1403,1,1,1,0,0,1,0,1,1,0
439242,2020-07-06,18,Pro,1545,1,1,1,0,1,1,0,0,0,1
1620167,2017-01-27,162,Teams,15789,0,1,0,0,1,1,1,1,0,1
2696958,2019-10-09,62,Teams,14503,0,1,0,1,1,0,0,1,1,1
643741,2019-12-27,16,Starter,522,1,1,1,0,1,0,1,1,0,0
2625648,2020-09-15,203,Teams,7631,0,1,0,1,1,1,1,0,1,0
2153993,2020-01-25,47,Pro,4315,1,1,0,0,1,1,0,1,1,0
980277,2021-06-13,183,Teams,36854,1,0,1,0,1,1,0,0,1,1
2509923,2017-09-26,7,Pro,141,0,1,1,1,1,1,0,1,0,0
2285941,2020-02-24,5,Starter,1481,0,1,1,0,1,0,1,0,1,1
1214409,2022-06-29,114,Teams,41366,1,0,1,1,0,1,0,0,1,1
699014,2021-10-04,24,Pro,2617,0,1,1,1,0,0,1,1,1,0
2443862,2020-01-27,57,Pro,2901,0,0,1,1,0,1,1,0,1,1
1598377,2020-06-20,19,Starter,1112,1,1,1,0,0,1,0,1,1,0
1893416,2023-01-14,16,Starter,410,0,1,0,0,1,1,1,0,1,1
2268415,2022-11-26,10,Starter,836,0,0,0,0,1,1,1,1,1,1
2755354,2019-10-10,45,Teams,30221,0,0,1,1,0,1,1,0,1,1
881455,2017-11-02,8,Starter,979,0,0,1,0,0,1,1,1,1,1
188419,2021-04-08,6,Pro,2096,0,1,0,1,1,1,0,1,1,0
765338,2018-12-02,17,Starter,667,1,1,1,0,1,0,1,1,0,0
1267935,2019-12-19,48,Pro,4506,1,1,1,1,0,0,0,1,0,1
219624,2020-08-16,13,Pro,1026,0,0,1,1,1,1,0,0,1,1
1419387,2019-02-24,2,Starter,794,1,0,0,0,1,1,0,1,1,1
335260,2022-08-12,18,Starter,446,0,1,0,0,1,1,1,1,0,1
2255666,2018-03-15,48,Pro,692,1,1,0,1,1,0,0,1,1,0
2143214,2019-06-01,17,Starter,151,0,1,1,0,0,1,1,1,1,0
328649,2020-02-05,11,Starter,1075,0,1,1,0,1,1,1,0,0,1
1947595,2022-06-21,150,Teams,9270,1,1,0,1,1,0,1,0,0,1
1376312,2021-05-13,12,Starter,157,1,0,1,0,1,1,0,1,1,0
433845,2022-02-10,14,Pro,2396,0,0,1,1,0,1,1,0,1,1
1287183,2017-06-11,2,Starter,295,1,1,1,0,1,0,0,1,1,0
1832345,2019-06-01,24,Pro,3426,1,1,0,1,1,0,0,1,1,0
919166,2019-10-29,39,Pro,3960,1,1,1,1,0,0,0,1,0,1
1390076,2017-05-02,17,Starter,1486,1,0,1,0,0,1,0,1,1,1
1438335,2021-07-28,50,Pro,845,1,0,0,1,0,1,0,1,1,1
2994828,2022-06-14,11,Teams,37314,1,1,0,1,0,0,0,1,1,1
2040374,2018-12-13,235,Teams,20614,1,0,0,1,0,1,0,1,1,1
1062390,2021-11-22,215,Teams,35709,1,1,0,1,1,1,1,0,0,0
105221,2022-12-08,13,Company,28468,1,1,1,1,0,1,0,0,0,1
163315,2021-10-20,46,Pro,1909,0,1,1,1,0,0,1,0,1,1
1514039,2019-01-18,13,Starter,980,0,0,1,0,1,1,1,0,1,1
302638,2019-10-28,278,Teams,44933,0,1,0,0,0,1,1,1,1,1
2600720,2017-12-01,6,Starter,1392,1,1,0,0,0,1,1,1,0,1
2378063,2022-08-27,5,Starter,99,1,1,1,0,0,0,1,0,1,1
405605,2017-10-09,3,Starter,343,1,1,0,0,0,1,1,1,1,0
1814339,2021-11-23,16,Starter,693,0,1,1,0,1,1,1,0,1,0
2767105,2017-08-29,16,Starter,211,1,0,1,0,1,0,0,1,1,1
361458,2022-06-14,5,Starter,350,1,0,1,0,1,0,1,0,1,1
2795069,2018-02-11,20,Starter,817,1,1,1,0,1,0,1,0,1,0
2073161,2018-08-10,7,Starter,239,0,1,0,0,1,0,1,1,1,1
192553,2020-12-25,234,Company,22516,0,1,0,1,1,1,0,1,1,0
959205,2022-10-07,17,Pro,719,0,0,1,1,0,1,1,1,1,0
231567,2022-03-01,15,Starter,516,1,1,1,0,0,0,1,0,1,1
2594818,2018-09-06,51,Pro,3078,1,1,0,1,0,1,0,0,1,1
2545608,2017-03-14,214,Teams,25077,0,1,0,1,1,1,1,0,0,1
1676883,2020-01-27,17,Starter,476,1,1,1,0,1,0,0,0,1,1
2381158,2021-04-17,45,Pro,4015,1,1,0,1,1,0,0,1,0,1
1923964,2021-10-23,6,Starter,472,1,0,0,0,1,1,1,1,1,0
2909835,2020-06-26,18,Starter,1482,0,1,0,0,1,1,1,1,0,1
968427,2019-12-02,2,Starter,1151,1,1,1,0,0,1,0,0,1,1
1520481,2019-03-25,5,Starter,1473,1,1,0,0,0,0,1,1,1,1
1108159,2019-11-02,9,Pro,1342,1,0,1,0,1,0,0,1,1,1
2803885,2022-08-04,52,Pro,1662,1,0,1,1,0,1,1,1,0,0
210457,2023-03-18,15,Starter,37,0,0,1,0,1,1,1,1,0,1
2594550,2021-08-21,297,Teams,2527,1,1,1,0,1,1,1,0,0,0
707636,2019-01-07,24,Pro,901,1,0,1,0,1,0,0,1,1,1
119300,2022-03-07,289,Teams,12839,1,0,1,1,0,1,1,0,0,1
2770168,2019-02-25,17,Starter,1439,1,1,1,0,0,1,0,1,1,0
255278,2018-04-24,174,Teams,14273,1,1,1,0,0,0,1,1,0,1
1345796,2017-11-30,13,Starter,826,1,0,0,0,1,0,1,1,1,1
1905199,2020-12-09,21,Pro,4104,1,1,1,0,1,1,1,0,0,0
2820149,2017-11-21,178,Teams,6278,0,0,1,0,0,1,1,1,1,1
869467,2022-07-20,9,Pro,313,1,1,0,1,0,0,1,1,1,0
343167,2018-10-29,18,Starter,218,1,1,0,0,0,0,1,1,1,1
756632,2022-02-24,19,Starter,646,1,1,1,0,0,0,1,0,1,1
382894,2018-12-17,3,Pro,1150,1,1,0,0,1,1,1,1,0,0
1865060,2022-06-21,48,Pro,3843,1,1,1,0,0,0,1,1,1,0
2940445,2022-04-07,50,Pro,2331,1,0,0,1,1,1,1,0,1,0
479978,2018-02-09,18,Starter,845,1,0,0,0,1,1,0,1,1,1
185750,2018-07-14,9,Starter,907,1,1,0,0,0,1,1,1,1,0
312464,2022-09-08,9,Starter,779,1,1,0,0,1,1,0,1,0,1
2650570,2021-01-20,7,Starter,1132,1,0,1,0,1,1,1,1,0,0
2271045,2022-02-22,30,Pro,4081,0,1,1,1,1,0,1,0,0,1
155862,2022-04-01,5,Starter,792,1,1,1,0,1,0,0,1,1,0
2301319,2018-02-11,2,Starter,1188,1,1,0,0,1,0,1,1,0,1
197759,2022-08-07,24,Pro,3474,1,0,1,1,0,0,1,1,1,0
1864611,2017-05-24,11,Pro,4773,1,0,1,0,1,1,1,0,1,0
1766319,2021-05-31,10,Starter,727,1,0,1,0,1,1,0,1,0,1
1484415,2020-02-13,12,Starter,465,1,0,0,0,1,1,1,1,0,1
2209559,2022-05-17,56,Pro,3126,0,0,1,1,1,1,0,0,1,1
2455423,2018-01-18,36,Pro,1369,1,1,0,0,1,0,1,1,1,0
2341398,2021-02-07,2,Starter,976,0,0,1,0,1,1,0,1,1,1
2838904,2017-12-22,9,Starter,337,1,1,1,0,1,0,0,0,1,1
708933,2023-02-10,2,Starter,1245,0,1,0,0,1,1,1,1,0,1
1555622,2020-08-06,12,Starter,1351,0,1,1,0,1,0,1,1,1,0
2336688,2019-09-12,8,Starter,266,0,1,0,0,1,0,1,1,1,1
2988523,2019-09-22,3,Starter,432,0,0,1,0,1,0,1,1,1,1
513300,2020-01-21,11,Pro,2491,1,0,1,0,1,1,0,1,1,0
680341,2017-05-26,16,Starter,237,1,0,0,0,1,1,1,1,1,0
494469,2019-05-06,12,Teams,41843,1,0,1,1,0,1,0,1,0,1
206458,2022-02-19,20,Pro,4907,1,1,1,1,1,0,0,1,0,0
2741707,2021-03-02,1,Starter,894,0,1,1,0,1,1,0,1,1,0
2502577,2020-03-19,6,Starter,1412,1,1,0,0,0,1,1,1,0,1
1100150,2019-10-10,26,Pro,3710,1,0,1,0,1,1,1,0,0,1
558197,2021-03-09,128,Teams,39721,1,1,0,1,0,0,1,1,0,1
757616,2017-02-21,41,Pro,3746,1,0,1,0,0,0,1,1,1,1
1045771,2022-10-28,55,Pro,3449,0,1,1,1,0,1,1,0,0,1
641898,2019-12-17,8,Starter,919,0,1,1,0,1,1,0,1,0,1
1503980,2018-03-25,39,Pro,1936,1,1,1,1,1,1,0,0,0,0
2199747,2019-10-11,10,Starter,285,1,1,0,0,1,1,1,0,1,0
2141693,2021-12-08,13,Pro,4841,1,1,0,1,0,0,0,1,1,1
2404378,2023-02-08,9,Starter,1098,1,0,1,0,0,1,0,1,1,1
2082253,2018-12-13,38,Pro,4214,1,1,1,1,0,1,1,0,0,0
808702,2017-06-14,8,Starter,237,0,0,1,0,1,1,1,1,1,0
1063155,2017-07-28,40,Pro,3017,1,1,1,1,0,0,1,0,1,0
2078357,2022-01-04,28,Pro,1967,0,0,1,1,0,1,1,1,0,1
2704537,2022-07-14,33,Pro,325,1,0,1,1,0,1,1,0,0,1
2998843,2021-07-08,1,Starter,470,1,1,1,0,1,1,1,0,0,0
507118,2021-06-19,49,Pro,209,1,0,0,1,1,1,0,1,1,0
1138171,2022-11-06,4,Pro,3824,0,1,0,0,1,1,1,1,0,1
2284857,2018-10-31,28,Pro,939,1,0,1,0,0,1,1,1,0,1
1076321,2018-01-29,59,Pro,3199,0,1,0,0,1,0,1,1,1,1
1502916,2022-12-11,47,Pro,763,1,0,0,0,1,1,0,1,1,1
2676832,2022-04-07,6,Starter,295,1,0,1,0,0,1,1,0,1,1
2251091,2020-09-04,28,Pro,3465,1,1,0,1,0,1,1,0,0,1
1271350,2020-01-09,18,Starter,493,0,1,1,0,1,1,0,0,1,1
1513081,2020-02-27,37,Pro,1039,1,0,1,1,1,1,1,0,0,0
1990849,2018-10-11,11,Starter,1342,1,1,0,0,1,0,0,1,1,1
2640514,2017-08-09,182,Company,9914,1,0,0,1,1,1,0,1,0,1
2275838,2020-07-06,9,Pro,437,1,0,0,0,0,1,1,1,1,1
1479430,2019-11-15,11,Starter,1137,0,0,1,0,1,0,1,1,1,1
1955128,2021-12-01,12,Pro,380,1,1,0,0,1,1,1,0,1,0
1748207,2021-08-07,40,Pro,3026,1,0,1,1,1,0,0,0,1,1
2429365,2019-05-29,16,Starter,630,0,1,0,0,1,1,1,1,1,0
2499085,2020-10-13,42,Pro,3793,0,1,1,0,0,1,1,1,0,1
1398658,2017-05-14,26,Pro,4593,0,1,0,0,1,1,0,1,1,1
914866,2022-02-19,45,Pro,4417,1,1,0,1,1,0,0,1,0,1
1075944,2018-01-30,7,Starter,175,1,0,1,0,1,1,1,0,1,0
2296530,2020-09-25,19,Starter,606,0,0,1,0,1,1,0,1,1,1
2017959,2018-01-04,16,Pro,1699,0,0,1,1,1,1,0,1,1,0
974475,2021-10-24,19,Pro,2851,1,1,1,0,0,0,0,1,1,1
536834,2018-06-16,21,Pro,4607,1,1,0,0,0,1,1,1,0,1
1905405,2016-12-26,19,Starter,1191,0,1,0,0,1,1,1,1,1,0
1647570,2017-03-06,10,Starter,1442,1,0,1,0,1,1,1,1,0,0
551828,2018-01-11,28,Pro,3295,1,1,1,0,1,0,1,1,0,0
1063956,2021-05-20,106,Teams,45582,0,0,1,1,0,0,1,1,1,1
1542142,2018-04-17,119,Company,47005,1,0,1,1,1,1,1,0,0,0
1520352,2023-04-02,2,Starter,575,0,1,0,0,0,1,1,1,1,1
138408,2020-03-30,21,Pro,3897,1,1,0,1,0,0,1,1,0,1
2549853,2020-03-15,2,Starter,1295,1,1,1,0,1,0,0,0,1,1
319535,2017-11-19,55,Pro,3303,0,1,0,1,1,0,1,1,0,1
841057,2021-04-25,7,Starter,60,1,1,1,0,1,0,0,1,0,1
1600023,2019-11-17,42,Pro,2510,0,1,0,1,0,1,1,1,1,0
2715074,2018-05-10,16,Starter,446,0,0,1,0,1,1,0,1,1,1
1160112,2018-02-27,7,Starter,1325,1,1,0,0,0,0,1,1,1,1
2953274,2021-04-11,60,Pro,1487,1,0,0,1,1,0,1,0,1,1
2048420,2020-06-19,10,Starter,1117,1,0,1,0,0,1,0,1,1,1
1662210,2022-04-27,47,Pro,3929,1,0,0,1,0,1,1,1,0,1
628658,2021-10-23,17,Starter,232,0,1,1,0,1,1,0,1,1,0
2357717,2020-08-08,16,Starter,456,0,1,1,0,1,1,1,0,1,0
676504,2022-03-23,20,Starter,382,1,0,1,0,0,1,1,1,0,1
1442250,2022-02-09,5,Starter,884,1,1,1,0,0,1,1,0,1,0
781295,2022-11-17,25,Pro,196,1,0,1,1,1,0,1,0,0,1
2353938,2018-01-01,18,Starter,759,1,1,1,0,0,0,1,1,0,1
1689642,2021-02-18,7,Starter,282,0,0,1,0,1,1,1,0,1,1
1873198,2017-10-18,14,Starter,1166,1,1,1,0,0,1,1,0,0,1
1891957,2020-09-27,7,Starter,476,0,1,0,0,1,1,0,1,1,1
1924279,2022-10-31,16,Starter,1093,1,0,1,0,1,0,1,1,1,0
1604293,2023-01-27,5,Starter,609,0,1,1,0,0,1,1,1,0,1
2546372,2017-08-20,7,Starter,1038,1,1,0,0,0,0,1,1,1,1
1026855,2020-10-01,79,Teams,38643,1,1,0,0,1,1,1,0,0,1
2341720,2022-05-14,17,Starter,414,1,1,0,0,1,0,1,0,1,1
1747327,2018-09-16,41,Pro,1500,1,1,0,1,1,0,0,1,1,0
863915,2020-09-03,9,Pro,3256,1,1,1,0,1,0,0,0,1,1
1480768,2019-07-07,28,Teams,46234,0,0,0,1,1,1,1,1,1,0
2945049,2021-08-02,29,Pro,2164,0,1,1,1,0,1,0,0,1,1
2541285,2021-10-10,14,Starter,697,0,1,1,0,0,1,1,1,0,1
2141459,2020-12-03,6,Pro,1356,1,1,0,0,1,0,1,1,0,1
942909,2022-11-12,45,Pro,1021,0,1,0,1,0,1,1,1,0,1
1581903,2018-11-23,38,Pro,3113,1,1,0,1,1,0,1,1,0,0
820262,2018-05-31,9,Starter,1398,1,1,1,0,0,1,0,0,1,1
1330842,2019-03-27,18,Pro,596,1,0,1,1,0,1,0,1,1,0
2941610,2018-02-01,6,Starter,948,0,0,1,0,1,1,0,1,1,1
227689,2018-07-06,8,Starter,879,0,1,1,0,0,1,1,0,1,1
1920480,2022-06-22,7,Starter,717,1,0,1,0,1,1,1,0,0,1
1422919,2021-08-19,59,Pro,4949,1,1,0,1,0,0,1,0,1,1
851122,2018-04-19,36,Pro,2699,1,0,0,1,1,0,1,1,1,0
551749,2019-08-04,18,Pro,1002,1,1,0,1,1,0,1,1,0,0
2417329,2019-04-22,44,Pro,3781,1,1,0,1,1,1,1,0,0,0
2113090,2022-06-09,4,Starter,1074,0,1,1,0,0,0,1,1,1,1
880777,2018-06-01,133,Teams,19880,1,0,0,1,1,1,0,1,0,1
2350388,2021-05-13,3,Starter,459,1,0,0,0,1,0,1,1,1,1
2037168,2021-11-04,11,Pro,1362,0,0,1,1,0,1,0,1,1,1
2459533,2023-02-20,53,Pro,623,1,1,1,0,0,1,1,0,0,1
1721025,2021-07-29,10,Pro,3130,1,1,0,1,1,0,0,1,1,0
164962,2019-03-22,60,Pro,1632,1,1,0,1,1,0,0,1,1,0
2221514,2019-06-21,241,Teams,13967,1,1,1,0,1,0,0,0,1,1
2046523,2020-08-09,129,Teams,39866,0,1,1,1,1,0,0,0,1,1
1920827,2017-09-30,1,Pro,4388,1,1,0,1,0,1,1,0,0,1
1336511,2020-10-12,36,Teams,32208,1,1,1,1,0,0,1,1,0,0
2113672,2017-11-24,14,Starter,1447,1,0,1,0,1,1,0,1,0,1
1816201,2019-03-09,3,Pro,1089,1,1,0,1,1,0,1,0,1,0
865877,2017-07-23,3,Starter,757,1,0,1,0,1,0,1,1,0,1
1672754,2022-07-05,41,Pro,1053,1,1,1,0,1,0,0,0,1,1
609850,2019-04-17,115,Company,31149,0,0,0,1,1,1,1,0,1,1
924360,2019-05-16,5,Pro,1758,1,0,1,1,0,0,0,1,1,1
1063023,2022-08-14,5,Starter,864,0,1,1,0,1,1,1,0,0,1
551920,2021-10-19,1,Starter,1242,0,1,1,0,1,0,1,1,0,1
1309339,2020-09-04,7,Starter,66,1,1,0,0,1,1,1,0,0,1
2335163,2020-12-04,17,Starter,700,0,1,0,0,1,0,1,1,1,1
2851936,2017-04-20,13,Starter,1149,0,0,0,0,1,1,1,1,1,1
1587605,2023-01-10,54,Pro,2338,0,1,1,1,1,1,0,1,0,0
568444,2022-09-17,13,Pro,1262,1,0,0,1,0,1,1,1,1,0
1113072,2021-09-04,3,Pro,868,0,1,1,1,1,0,1,0,1,0
2871352,2019-08-18,20,Starter,187,0,1,1,0,1,0,1,0,1,1
201069,2017-04-13,29,Pro,4411,0,1,1,1,0,1,1,1,0,0
2965610,2021-01-23,16,Starter,715,1,0,1,0,1,0,1,1,1,0
629420,2019-12-31,1,Starter,432,0,1,0,0,1,1,1,0,1,1
2319572,2019-03-25,5,Pro,644,0,1,1,0,0,0,1,1,1,1
1540216,2022-05-20,16,Starter,1381,1,1,1,0,0,1,0,0,1,1
1316971,2022-02-25,14,Starter,725,1,1,0,0,0,1,0,1,1,1
2145264,2017-06-06,2,Starter,1130,1,0,0,0,1,0,1,1,1,1
2623701,2022-11-12,17,Company,48158,1,0,1,0,0,1,1,0,1,1
1385053,2019-11-15,11,Starter,1002,1,0,1,0,0,1,0,1,1,1
2411062,2020-06-01,55,Pro,4089,0,0,1,1,1,1,0,0,1,1
532506,2018-06-11,3,Pro,2877,1,1,1,0,1,1,0,0,1,0
1359858,2020-01-20,17,Starter,626,1,0,1,0,1,0,1,0,1,1
218709,2019-06-15,50,Pro,2313,1,1,0,1,0,1,1,0,1,0
1911617,2020-08-28,14,Starter,379,1,0,1,0,1,0,1,1,0,1
2087825,2019-04-03,7,Pro,4301,1,1,0,1,0,0,1,1,0,1
439801,2022-06-30,6,Starter,630,1,1,1,0,0,0,1,1,0,1
2008673,2019-11-02,141,Teams,49036,0,1,1,0,0,1,0,1,1,1
1075387,2018-12-03,18,Starter,557,1,1,1,0,1,0,0,1,1,0
999915,2017-01-12,10,Starter,1415,1,1,1,0,0,1,1,1,0,0
2299151,2021-05-16,16,Starter,1306,1,1,0,0,0,1,1,1,1,0
2392078,2021-04-15,9,Starter,988,1,0,1,0,1,1,0,1,1,0
1907060,2021-02-16,60,Pro,3210,1,1,0,0,1,1,0,1,0,1
1438782,2018-06-24,12,Pro,1588,0,1,0,1,1,0,1,0,1,1
405535,2017-02-17,29,Pro,3809,0,1,0,0,0,1,1,1,1,1
206437,2017-12-11,4,Pro,854,1,0,0,1,1,1,0,1,1,0
108464,2019-05-18,41,Pro,4801,1,1,0,0,0,0,1,1,1,1
949446,2019-07-24,17,Starter,165,1,0,0,0,1,1,1,1,0,1
2954246,2017-10-01,35,Pro,900,1,1,0,0,1,1,1,0,0,1
1316791,2022-08-06,28,Pro,3382,1,0,0,1,1,1,1,0,0,1
1086748,2018-01-29,5,Starter,745,0,1,1,0,1,1,0,1,0,1
1993709,2021-03-12,8,Pro,1165,1,1,1,0,0,0,0,1,1,1
214001,2017-08-01,28,Pro,4032,1,1,0,0,1,0,1,1,0,1
1719244,2018-08-13,242,Teams,11797,1,1,0,1,1,1,0,0,0,1
148682,2022-09-03,47,Pro,108,1,1,0,1,1,1,1,0,0,0
1363034,2020-02-14,222,Teams,4775,1,1,0,0,1,1,1,0,0,1
1386775,2021-05-01,6,Starter,975,0,1,1,0,1,1,0,1,1,0
800002,2019-06-25,13,Starter,1317,0,1,1,0,0,1,1,1,1,0
2639583,2017-10-11,4,Starter,400,0,0,0,0,1,1,1,1,1,1
2774690,2018-05-11,17,Starter,901,1,1,0,0,1,1,1,0,1,0
182636,2021-06-22,26,Teams,29785,1,1,1,0,1,0,1,0,1,0
869563,2019-03-08,19,Pro,2974,1,1,1,1,0,0,1,0,1,0
2268594,2019-09-26,26,Pro,4759,0,0,1,1,1,0,0,1,1,1
609920,2022-02-14,16,Starter,44,0,1,1,0,1,0,1,1,1,0
1732461,2020-10-24,52,Pro,1757,1,1,0,1,0,0,1,0,1,1
1941360,2017-07-15,15,Teams,25343,0,0,1,1,0,1,1,1,1,0
157669,2018-01-01,13,Starter,213,0,0,1,0,1,1,0,1,1,1
1285281,2020-11-02,25,Pro,2941,1,1,1,1,1,0,1,0,0,0
874866,2017-10-10,4,Pro,4770,1,0,1,1,0,0,1,1,0,1
106352,2021-07-03,56,Pro,1592,1,1,0,0,1,1,0,1,0,1
1497730,2019-08-30,1,Starter,550,1,0,1,0,1,0,1,1,1,0
1089271,2022-05-02,4,Starter,267,1,0,1,0,1,0,1,1,1,0
469238,2021-11-24,289,Teams,22941,1,1,0,1,1,1,1,0,0,0
1773999,2021-05-16,16,Pro,4408,1,1,0,0,0,1,1,1,0,1
1707320,2019-11-06,16,Starter,676,1,0,1,0,1,1,0,1,1,0
2612201,2017-07-12,17,Starter,231,0,1,0,0,0,1,1,1,1,1
2084991,2020-05-22,49,Pro,4050,1,0,1,0,1,0,1,1,1,0
2434747,2017-10-06,8,Starter,968,1,0,1,0,1,0,0,1,1,1
499595,2020-12-06,4,Starter,1214,1,0,1,0,1,1,0,1,1,0
1807847,2020-01-15,1,Starter,203,0,1,1,0,1,1,1,0,1,0
1800971,2021-07-16,12,Starter,1464,1,1,1,0,0,1,0,0,1,1
1701735,2020-08-17,14,Starter,1439,1,1,1,0,1,0,1,0,0,1
1168209,2021-12-31,229,Teams,43427,0,1,1,0,0,1,1,1,1,0
716529,2023-02-11,12,Pro,1677,1,1,0,0,1,0,1,0,1,1
1438053,2017-03-29,1,Starter,895,1,1,0,0,0,1,1,1,1,0
1680834,2017-09-09,50,Pro,1233,0,0,1,0,1,1,1,1,1,0
1754565,2017-01-12,253,Teams,14702,0,0,1,1,1,1,1,0,1,0
2603954,2017-07-19,58,Pro,4104,0,0,1,1,1,0,1,1,1,0
2259592,2022-08-02,29,Pro,2586,1,0,1,1,0,0,1,0,1,1
